MetricID,StudentID,ClassID,ReportingPeriod,AcademicYear,OverallGrade,OverallPercentage,AttendancePercentage,AssignmentCompletionRate,BehaviorRating,TeacherComments,ParentContact,InterventionNeeded,InterventionType
44147,3568,185,Q1,2025,F,31.46,91.64,86.14,4,Needs support,1,1,Tutoring
44148,3568,185,Q2,2025,F,31.46,91.64,97.02,3,Good progress,1,1,Counseling
44149,3568,171,Q1,2025,F,35.02,91.64,98.07,5,Good progress,1,1,Counseling
44150,3568,171,Q2,2025,F,35.02,91.64,93.37,2,Excellent work,1,1,Counseling
44151,3569,188,Q1,2025,F,59.36,69.07,62.09,5,Needs support,1,1,Counseling
44152,3569,188,Q2,2025,F,59.36,69.07,60.04,1,Average performance,1,1,
44153,3569,164,Q1,2025,D,60.75,69.07,59.55,3,Needs support,1,1,Tutoring
44154,3569,164,Q2,2025,D,60.75,69.07,79.01,1,Needs support,1,1,Tutoring
44155,3569,181,Q1,2025,F,57.6,69.07,65.25,3,Good progress,1,1,
44156,3569,181,Q2,2025,F,57.6,69.07,66.56,1,Good progress,1,1,
44157,3569,186,Q1,2025,F,58.91,69.07,68.19,4,Good progress,1,1,Counseling
44158,3569,186,Q2,2025,F,58.91,69.07,75.76,2,Good progress,1,1,Study Group
44159,3569,185,Q1,2025,F,56.77,69.07,64.61,1,Good progress,1,1,Study Group
44160,3569,185,Q2,2025,F,56.77,69.07,77.53,3,Excellent work,1,1,
44161,3569,168,Q1,2025,F,56.18,69.07,69.45,2,Average performance,1,1,Counseling
44162,3569,168,Q2,2025,F,56.18,69.07,68.75,5,Excellent work,1,1,
44163,3569,190,Q1,2025,F,56.42,69.07,69.7,1,Excellent work,1,1,Counseling
44164,3569,190,Q2,2025,F,56.42,69.07,66.06,3,Needs support,1,1,
44165,3570,189,Q1,2025,B,82.31,70.78,79.7,1,Average performance,1,1,Study Group
44166,3570,189,Q2,2025,B,82.31,70.78,74.41,3,Needs support,1,1,
44167,3570,171,Q1,2025,C,78.0,70.78,63.25,2,Excellent work,1,1,
44168,3570,171,Q2,2025,C,78.0,70.78,78.88,2,Average performance,1,1,Counseling
44169,3570,181,Q1,2025,B,82.73,70.78,75.69,5,Needs support,1,1,Study Group
44170,3570,181,Q2,2025,B,82.73,70.78,64.38,2,Needs support,1,1,Study Group
44171,3570,178,Q1,2025,B,84.27,70.78,69.76,1,Needs support,1,1,Counseling
44172,3570,178,Q2,2025,B,84.27,70.78,61.45,4,Excellent work,1,1,Counseling
44173,3570,177,Q1,2025,C,78.62,70.78,74.87,2,Excellent work,1,1,Study Group
44174,3570,177,Q2,2025,C,78.62,70.78,71.42,2,Good progress,1,1,Study Group
44175,3571,187,Q1,2025,D,67.7,70.18,61.68,1,Good progress,1,1,
44176,3571,187,Q2,2025,D,67.7,70.18,61.57,3,Needs support,1,1,Counseling
44177,3571,167,Q1,2025,D,63.37,70.18,67.54,4,Excellent work,1,1,Tutoring
44178,3571,167,Q2,2025,D,63.37,70.18,68.11,4,Excellent work,1,1,Tutoring
44179,3571,172,Q1,2025,D,66.15,70.18,65.03,1,Average performance,1,1,
44180,3571,172,Q2,2025,D,66.15,70.18,74.73,2,Excellent work,1,1,
44181,3571,190,Q1,2025,D,68.68,70.18,77.94,2,Needs support,1,1,Tutoring
44182,3571,190,Q2,2025,D,68.68,70.18,64.49,5,Needs support,1,1,Tutoring
44183,3571,179,Q1,2025,D,67.81,70.18,78.14,3,Needs support,1,1,Tutoring
44184,3571,179,Q2,2025,D,67.81,70.18,75.94,3,Needs support,1,1,Study Group
44185,3571,192,Q1,2025,D,69.18,70.18,75.68,1,Average performance,1,1,
44186,3571,192,Q2,2025,D,69.18,70.18,69.46,2,Needs support,1,1,Study Group
44187,3572,186,Q1,2025,B,87.68,92.99,97.09,4,Excellent work,0,0,
44188,3572,186,Q2,2025,B,87.68,92.99,90.09,2,Average performance,0,0,
44189,3572,183,Q1,2025,B,85.19,92.99,97.66,1,Average performance,1,0,
44190,3572,183,Q2,2025,B,85.19,92.99,87.73,1,Needs support,0,0,
44191,3572,189,Q1,2025,B,87.02,92.99,94.05,4,Average performance,0,0,
44192,3572,189,Q2,2025,B,87.02,92.99,91.42,1,Average performance,0,0,
44193,3572,167,Q1,2025,B,86.66,92.99,100.0,5,Excellent work,0,0,
44194,3572,167,Q2,2025,B,86.66,92.99,93.84,5,Good progress,1,0,
44195,3572,176,Q1,2025,B,86.9,92.99,89.18,5,Good progress,0,0,
44196,3572,176,Q2,2025,B,86.9,92.99,97.02,1,Good progress,0,0,
44197,3572,164,Q1,2025,A,91.62,92.99,100.0,3,Excellent work,0,0,
44198,3572,164,Q2,2025,A,91.62,92.99,87.28,1,Good progress,0,0,
44199,3572,168,Q1,2025,A,91.29,92.99,90.1,2,Good progress,1,0,
44200,3572,168,Q2,2025,A,91.29,92.99,94.86,1,Needs support,1,0,
44201,3573,181,Q1,2025,C,76.74,91.79,89.56,4,Average performance,0,0,
44202,3573,181,Q2,2025,C,76.74,91.79,90.99,4,Needs support,1,0,
44203,3573,185,Q1,2025,B,80.64,91.79,81.99,5,Needs support,1,0,
44204,3573,185,Q2,2025,B,80.64,91.79,87.97,5,Excellent work,1,0,
44205,3573,176,Q1,2025,C,74.36,91.79,82.18,3,Average performance,0,0,
44206,3573,176,Q2,2025,C,74.36,91.79,100.0,4,Excellent work,1,0,
44207,3573,167,Q1,2025,C,78.72,91.79,86.05,3,Excellent work,0,0,
44208,3573,167,Q2,2025,C,78.72,91.79,94.84,2,Average performance,0,0,
44209,3573,169,Q1,2025,C,75.94,91.79,87.62,4,Average performance,0,0,
44210,3573,169,Q2,2025,C,75.94,91.79,100.0,4,Good progress,0,0,
44211,3573,195,Q1,2025,C,78.3,91.79,91.59,1,Good progress,1,0,
44212,3573,195,Q2,2025,C,78.3,91.79,88.1,3,Good progress,0,0,
44213,3574,186,Q1,2025,D,65.73,82.17,85.09,4,Average performance,1,1,
44214,3574,186,Q2,2025,D,65.73,82.17,81.32,4,Good progress,1,1,Study Group
44215,3574,189,Q1,2025,D,64.33,82.17,81.58,5,Average performance,1,1,Tutoring
44216,3574,189,Q2,2025,D,64.33,82.17,87.2,5,Good progress,1,1,
44217,3574,187,Q1,2025,D,64.49,82.17,79.39,2,Good progress,1,1,Tutoring
44218,3574,187,Q2,2025,D,64.49,82.17,91.6,1,Good progress,1,1,
44219,3574,175,Q1,2025,D,62.72,82.17,73.51,2,Good progress,1,1,Tutoring
44220,3574,175,Q2,2025,D,62.72,82.17,84.93,1,Needs support,1,1,
44221,3574,190,Q1,2025,C,70.86,82.17,83.48,1,Average performance,0,0,
44222,3574,190,Q2,2025,C,70.86,82.17,77.62,2,Average performance,1,0,
44223,3574,185,Q1,2025,D,65.56,82.17,84.68,2,Average performance,1,1,Study Group
44224,3574,185,Q2,2025,D,65.56,82.17,84.44,3,Good progress,1,1,Counseling
44225,3574,176,Q1,2025,D,65.64,82.17,75.96,4,Needs support,1,1,
44226,3574,176,Q2,2025,D,65.64,82.17,86.43,1,Good progress,1,1,Tutoring
44227,3574,178,Q1,2025,D,66.97,82.17,85.78,1,Average performance,1,1,
44228,3574,178,Q2,2025,D,66.97,82.17,72.17,1,Needs support,1,1,Study Group
44229,3575,166,Q1,2025,F,55.55,77.95,75.24,2,Average performance,1,1,Study Group
44230,3575,166,Q2,2025,F,55.55,77.95,75.05,3,Excellent work,1,1,Study Group
44231,3575,172,Q1,2025,F,52.91,77.95,74.21,3,Needs support,1,1,
44232,3575,172,Q2,2025,F,52.91,77.95,78.4,2,Excellent work,1,1,Tutoring
44233,3575,194,Q1,2025,F,52.74,77.95,79.01,4,Needs support,1,1,Study Group
44234,3575,194,Q2,2025,F,52.74,77.95,73.34,5,Average performance,1,1,Counseling
44235,3575,184,Q1,2025,F,52.81,77.95,71.81,2,Good progress,1,1,Study Group
44236,3575,184,Q2,2025,F,52.81,77.95,77.67,4,Excellent work,1,1,Study Group
44237,3575,188,Q1,2025,F,55.98,77.95,78.07,2,Excellent work,1,1,Counseling
44238,3575,188,Q2,2025,F,55.98,77.95,77.88,3,Excellent work,1,1,Counseling
44239,3576,168,Q1,2025,D,64.31,78.48,74.29,3,Average performance,1,1,Tutoring
44240,3576,168,Q2,2025,D,64.31,78.48,82.94,3,Excellent work,1,1,Study Group
44241,3576,174,Q1,2025,D,66.38,78.48,73.31,3,Average performance,1,1,Counseling
44242,3576,174,Q2,2025,D,66.38,78.48,75.01,3,Excellent work,1,1,Counseling
44243,3576,175,Q1,2025,C,70.84,78.48,74.86,3,Excellent work,1,1,Study Group
44244,3576,175,Q2,2025,C,70.84,78.48,70.7,2,Needs support,1,1,Counseling
44245,3576,180,Q1,2025,D,68.46,78.48,77.16,1,Excellent work,1,1,
44246,3576,180,Q2,2025,D,68.46,78.48,69.05,2,Needs support,1,1,
44247,3576,173,Q1,2025,D,67.7,78.48,85.45,3,Average performance,1,1,
44248,3576,173,Q2,2025,D,67.7,78.48,85.91,5,Excellent work,1,1,Study Group
44249,3576,178,Q1,2025,D,65.54,78.48,88.44,1,Needs support,1,1,Counseling
44250,3576,178,Q2,2025,D,65.54,78.48,70.65,4,Needs support,1,1,Study Group
44251,3576,182,Q1,2025,D,64.7,78.48,71.28,2,Needs support,1,1,Tutoring
44252,3576,182,Q2,2025,D,64.7,78.48,76.95,2,Excellent work,1,1,Counseling
44253,3576,184,Q1,2025,D,68.14,78.48,83.91,4,Excellent work,1,1,Counseling
44254,3576,184,Q2,2025,D,68.14,78.48,84.91,3,Needs support,1,1,Counseling
44255,3578,175,Q1,2025,B,88.65,92.04,83.16,5,Good progress,1,0,
44256,3578,175,Q2,2025,B,88.65,92.04,94.64,2,Average performance,0,0,
44257,3578,184,Q1,2025,A,93.64,92.04,97.95,5,Needs support,0,0,
44258,3578,184,Q2,2025,A,93.64,92.04,86.15,4,Excellent work,0,0,
44259,3578,171,Q1,2025,B,87.39,92.04,90.42,1,Excellent work,0,0,
44260,3578,171,Q2,2025,B,87.39,92.04,86.3,3,Average performance,0,0,
44261,3578,164,Q1,2025,A,90.14,92.04,88.98,4,Excellent work,1,0,
44262,3578,164,Q2,2025,A,90.14,92.04,91.17,1,Needs support,0,0,
44263,3578,190,Q1,2025,B,89.05,92.04,92.05,3,Needs support,1,0,
44264,3578,190,Q2,2025,B,89.05,92.04,97.08,1,Good progress,0,0,
44265,3578,180,Q1,2025,A,91.03,92.04,83.05,3,Excellent work,0,0,
44266,3578,180,Q2,2025,A,91.03,92.04,92.64,4,Average performance,1,0,
44267,3579,186,Q1,2025,F,52.46,89.61,87.58,2,Needs support,1,1,Counseling
44268,3579,186,Q2,2025,F,52.46,89.61,89.55,1,Good progress,1,1,Study Group
44269,3579,182,Q1,2025,F,51.5,89.61,98.3,3,Good progress,1,1,Study Group
44270,3579,182,Q2,2025,F,51.5,89.61,93.2,5,Good progress,1,1,
44271,3579,171,Q1,2025,F,52.15,89.61,92.63,4,Needs support,1,1,Study Group
44272,3579,171,Q2,2025,F,52.15,89.61,95.1,4,Needs support,1,1,Counseling
44273,3579,164,Q1,2025,F,51.72,89.61,93.9,3,Average performance,1,1,Tutoring
44274,3579,164,Q2,2025,F,51.72,89.61,81.26,2,Average performance,1,1,Counseling
44275,3579,175,Q1,2025,F,52.29,89.61,81.59,3,Needs support,1,1,
44276,3579,175,Q2,2025,F,52.29,89.61,84.92,3,Excellent work,1,1,Study Group
44277,3579,180,Q1,2025,F,54.94,89.61,91.99,2,Needs support,1,1,Tutoring
44278,3579,180,Q2,2025,F,54.94,89.61,85.79,5,Good progress,1,1,Counseling
44279,3580,195,Q1,2025,F,57.36,90.28,83.16,1,Needs support,1,1,Study Group
44280,3580,195,Q2,2025,F,57.36,90.28,95.26,2,Needs support,1,1,Counseling
44281,3580,170,Q1,2025,F,56.92,90.28,83.94,1,Good progress,1,1,
44282,3580,170,Q2,2025,F,56.92,90.28,82.51,5,Average performance,1,1,Counseling
44283,3580,178,Q1,2025,F,57.92,90.28,81.17,2,Needs support,1,1,Tutoring
44284,3580,178,Q2,2025,F,57.92,90.28,94.09,5,Needs support,1,1,Counseling
44285,3580,167,Q1,2025,F,51.84,90.28,92.69,4,Excellent work,1,1,Tutoring
44286,3580,167,Q2,2025,F,51.84,90.28,93.0,5,Needs support,1,1,Tutoring
44287,3580,191,Q1,2025,F,56.48,90.28,91.91,4,Excellent work,1,1,Study Group
44288,3580,191,Q2,2025,F,56.48,90.28,96.32,1,Average performance,1,1,Tutoring
44289,3580,181,Q1,2025,F,53.8,90.28,97.28,5,Excellent work,1,1,Study Group
44290,3580,181,Q2,2025,F,53.8,90.28,94.95,3,Good progress,1,1,
44291,3580,193,Q1,2025,F,54.42,90.28,93.94,3,Good progress,1,1,Tutoring
44292,3580,193,Q2,2025,F,54.42,90.28,82.42,4,Average performance,1,1,Tutoring
44293,3580,192,Q1,2025,F,53.97,90.28,82.56,5,Needs support,1,1,Study Group
44294,3580,192,Q2,2025,F,53.97,90.28,84.98,3,Excellent work,1,1,Study Group
44295,3581,188,Q1,2025,D,67.57,95.83,87.15,2,Excellent work,1,1,
44296,3581,188,Q2,2025,D,67.57,95.83,94.23,5,Needs support,1,1,
44297,3581,195,Q1,2025,D,66.04,95.83,94.91,5,Needs support,1,1,Study Group
44298,3581,195,Q2,2025,D,66.04,95.83,88.07,3,Needs support,1,1,Study Group
44299,3581,176,Q1,2025,D,64.81,95.83,86.1,3,Needs support,1,1,Tutoring
44300,3581,176,Q2,2025,D,64.81,95.83,100.0,4,Average performance,1,1,Study Group
44301,3581,186,Q1,2025,D,63.12,95.83,100.0,3,Needs support,1,1,
44302,3581,186,Q2,2025,D,63.12,95.83,91.78,2,Needs support,1,1,
44303,3581,169,Q1,2025,D,63.46,95.83,88.67,2,Good progress,1,1,
44304,3581,169,Q2,2025,D,63.46,95.83,100.0,1,Excellent work,1,1,Tutoring
44305,3581,166,Q1,2025,D,63.74,95.83,87.32,3,Needs support,1,1,Study Group
44306,3581,166,Q2,2025,D,63.74,95.83,100.0,2,Good progress,1,1,Study Group
44307,3582,180,Q1,2025,B,84.27,90.05,91.52,2,Good progress,0,0,
44308,3582,180,Q2,2025,B,84.27,90.05,99.0,3,Good progress,1,0,
44309,3582,188,Q1,2025,B,84.92,90.05,89.92,3,Average performance,0,0,
44310,3582,188,Q2,2025,B,84.92,90.05,85.8,3,Average performance,1,0,
44311,3582,182,Q1,2025,A,90.98,90.05,99.17,3,Average performance,1,0,
44312,3582,182,Q2,2025,A,90.98,90.05,89.91,4,Average performance,0,0,
44313,3582,184,Q1,2025,B,87.97,90.05,91.24,4,Needs support,0,0,
44314,3582,184,Q2,2025,B,87.97,90.05,92.85,5,Excellent work,0,0,
44315,3582,179,Q1,2025,B,88.14,90.05,86.75,4,Excellent work,0,0,
44316,3582,179,Q2,2025,B,88.14,90.05,80.89,1,Needs support,1,0,
44317,3583,170,Q1,2025,B,81.47,56.41,65.53,2,Average performance,1,1,Counseling
44318,3583,170,Q2,2025,B,81.47,56.41,54.4,3,Good progress,1,1,Counseling
44319,3583,177,Q1,2025,B,81.87,56.41,62.78,2,Needs support,1,1,Study Group
44320,3583,177,Q2,2025,B,81.87,56.41,62.25,1,Excellent work,1,1,
44321,3583,185,Q1,2025,B,83.81,56.41,62.65,5,Good progress,1,1,Tutoring
44322,3583,185,Q2,2025,B,83.81,56.41,63.37,4,Average performance,1,1,Tutoring
44323,3583,172,Q1,2025,B,80.82,56.41,61.71,3,Good progress,1,1,Study Group
44324,3583,172,Q2,2025,B,80.82,56.41,56.45,2,Needs support,1,1,
44325,3583,176,Q1,2025,B,82.52,56.41,46.84,3,Excellent work,1,1,Tutoring
44326,3583,176,Q2,2025,B,82.52,56.41,63.45,2,Excellent work,1,1,Tutoring
44327,3583,186,Q1,2025,B,85.69,56.41,47.27,2,Average performance,1,1,Tutoring
44328,3583,186,Q2,2025,B,85.69,56.41,49.66,5,Average performance,1,1,Tutoring
44329,3583,171,Q1,2025,B,82.8,56.41,59.14,3,Needs support,1,1,Study Group
44330,3583,171,Q2,2025,B,82.8,56.41,53.33,3,Average performance,1,1,Study Group
44331,3583,192,Q1,2025,C,77.78,56.41,51.48,4,Needs support,1,1,
44332,3583,192,Q2,2025,C,77.78,56.41,49.75,3,Excellent work,1,1,Study Group
44333,3584,195,Q1,2025,C,71.11,75.57,68.62,2,Needs support,1,1,Counseling
44334,3584,195,Q2,2025,C,71.11,75.57,85.53,3,Needs support,1,1,Counseling
44335,3584,189,Q1,2025,D,69.84,75.57,83.44,2,Good progress,1,1,Tutoring
44336,3584,189,Q2,2025,D,69.84,75.57,82.48,1,Needs support,1,1,Tutoring
44337,3584,169,Q1,2025,C,72.67,75.57,72.94,4,Needs support,1,1,Study Group
44338,3584,169,Q2,2025,C,72.67,75.57,73.55,3,Excellent work,1,1,Study Group
44339,3584,170,Q1,2025,D,69.86,75.57,75.61,5,Excellent work,1,1,
44340,3584,170,Q2,2025,D,69.86,75.57,77.03,3,Good progress,1,1,
44341,3584,166,Q1,2025,D,69.58,75.57,76.21,1,Average performance,1,1,Study Group
44342,3584,166,Q2,2025,D,69.58,75.57,78.19,2,Good progress,1,1,Study Group
44343,3584,190,Q1,2025,C,71.8,75.57,66.59,4,Average performance,1,1,
44344,3584,190,Q2,2025,C,71.8,75.57,70.9,2,Good progress,1,1,
44345,3584,186,Q1,2025,C,70.25,75.57,75.88,2,Good progress,1,1,Tutoring
44346,3584,186,Q2,2025,C,70.25,75.57,78.96,4,Good progress,1,1,Study Group
44347,3586,176,Q1,2025,F,52.37,66.99,76.18,1,Average performance,1,1,Counseling
44348,3586,176,Q2,2025,F,52.37,66.99,58.82,5,Good progress,1,1,
44349,3586,170,Q1,2025,F,49.23,66.99,58.26,4,Excellent work,1,1,Tutoring
44350,3586,170,Q2,2025,F,49.23,66.99,64.35,4,Excellent work,1,1,Counseling
44351,3586,180,Q1,2025,F,50.58,66.99,57.64,1,Needs support,1,1,Tutoring
44352,3586,180,Q2,2025,F,50.58,66.99,63.44,2,Needs support,1,1,Tutoring
44353,3586,185,Q1,2025,F,51.37,66.99,58.46,1,Good progress,1,1,
44354,3586,185,Q2,2025,F,51.37,66.99,72.44,3,Excellent work,1,1,Counseling
44355,3586,175,Q1,2025,F,51.54,66.99,67.85,2,Good progress,1,1,
44356,3586,175,Q2,2025,F,51.54,66.99,75.01,2,Excellent work,1,1,
44357,3588,185,Q1,2025,B,85.88,91.22,94.49,5,Needs support,1,0,
44358,3588,185,Q2,2025,B,85.88,91.22,93.39,5,Good progress,0,0,
44359,3588,187,Q1,2025,B,86.01,91.22,91.37,2,Needs support,0,0,
44360,3588,187,Q2,2025,B,86.01,91.22,98.3,5,Good progress,1,0,
44361,3588,188,Q1,2025,B,82.97,91.22,88.81,5,Needs support,0,0,
44362,3588,188,Q2,2025,B,82.97,91.22,97.58,3,Good progress,0,0,
44363,3588,184,Q1,2025,B,86.09,91.22,93.29,5,Good progress,0,0,
44364,3588,184,Q2,2025,B,86.09,91.22,87.62,4,Needs support,0,0,
44365,3588,192,Q1,2025,B,83.1,91.22,89.01,2,Needs support,1,0,
44366,3588,192,Q2,2025,B,83.1,91.22,87.68,1,Average performance,1,0,
44367,3588,167,Q1,2025,B,84.96,91.22,85.17,5,Excellent work,1,0,
44368,3588,167,Q2,2025,B,84.96,91.22,95.34,2,Average performance,1,0,
44369,3588,175,Q1,2025,B,81.49,91.22,85.13,5,Good progress,0,0,
44370,3588,175,Q2,2025,B,81.49,91.22,91.28,4,Excellent work,0,0,
44371,3588,172,Q1,2025,B,84.14,91.22,97.44,4,Excellent work,1,0,
44372,3588,172,Q2,2025,B,84.14,91.22,93.37,5,Average performance,0,0,
44373,3589,192,Q1,2025,D,64.03,91.07,86.42,3,Average performance,1,1,
44374,3589,192,Q2,2025,D,64.03,91.07,82.09,2,Average performance,1,1,
44375,3589,174,Q1,2025,D,64.44,91.07,93.06,2,Average performance,1,1,Counseling
44376,3589,174,Q2,2025,D,64.44,91.07,91.71,1,Excellent work,1,1,Study Group
44377,3589,178,Q1,2025,D,68.88,91.07,95.73,3,Good progress,1,1,Counseling
44378,3589,178,Q2,2025,D,68.88,91.07,87.14,3,Excellent work,1,1,Tutoring
44379,3589,167,Q1,2025,D,66.21,91.07,86.82,5,Excellent work,1,1,
44380,3589,167,Q2,2025,D,66.21,91.07,85.24,2,Needs support,1,1,
44381,3589,165,Q1,2025,D,61.1,91.07,91.13,3,Needs support,1,1,Counseling
44382,3589,165,Q2,2025,D,61.1,91.07,98.65,3,Average performance,1,1,Tutoring
44383,3589,183,Q1,2025,D,66.87,91.07,93.45,2,Good progress,1,1,
44384,3589,183,Q2,2025,D,66.87,91.07,88.01,5,Good progress,1,1,
44385,3589,187,Q1,2025,D,63.89,91.07,85.42,1,Average performance,1,1,Study Group
44386,3589,187,Q2,2025,D,63.89,91.07,86.07,2,Good progress,1,1,Tutoring
44387,3589,173,Q1,2025,D,61.27,91.07,81.76,4,Good progress,1,1,Study Group
44388,3589,173,Q2,2025,D,61.27,91.07,89.21,1,Excellent work,1,1,Study Group
44389,3590,164,Q1,2025,D,65.43,82.16,84.12,4,Good progress,1,1,Counseling
44390,3590,164,Q2,2025,D,65.43,82.16,84.89,1,Excellent work,1,1,
44391,3590,165,Q1,2025,D,66.33,82.16,72.36,3,Excellent work,1,1,Study Group
44392,3590,165,Q2,2025,D,66.33,82.16,84.6,3,Average performance,1,1,Counseling
44393,3590,178,Q1,2025,D,61.77,82.16,81.09,2,Excellent work,1,1,Counseling
44394,3590,178,Q2,2025,D,61.77,82.16,84.51,1,Average performance,1,1,Tutoring
44395,3590,169,Q1,2025,D,62.52,82.16,80.42,5,Excellent work,1,1,Study Group
44396,3590,169,Q2,2025,D,62.52,82.16,77.97,1,Excellent work,1,1,Counseling
44397,3590,195,Q1,2025,D,65.1,82.16,82.29,4,Good progress,1,1,Study Group
44398,3590,195,Q2,2025,D,65.1,82.16,80.31,2,Needs support,1,1,Tutoring
44399,3591,174,Q1,2025,F,55.09,77.26,86.0,2,Good progress,1,1,
44400,3591,174,Q2,2025,F,55.09,77.26,76.24,3,Good progress,1,1,Study Group
44401,3591,180,Q1,2025,F,53.29,77.26,86.95,1,Good progress,1,1,
44402,3591,180,Q2,2025,F,53.29,77.26,70.43,4,Needs support,1,1,Study Group
44403,3591,164,Q1,2025,F,53.8,77.26,75.14,1,Excellent work,1,1,
44404,3591,164,Q2,2025,F,53.8,77.26,71.26,4,Average performance,1,1,Counseling
44405,3591,189,Q1,2025,F,59.32,77.26,71.26,1,Average performance,1,1,Study Group
44406,3591,189,Q2,2025,F,59.32,77.26,69.98,3,Needs support,1,1,
44407,3591,168,Q1,2025,F,52.92,77.26,83.43,3,Average performance,1,1,Tutoring
44408,3591,168,Q2,2025,F,52.92,77.26,82.06,2,Needs support,1,1,Study Group
44409,3591,172,Q1,2025,F,53.61,77.26,78.28,2,Good progress,1,1,Study Group
44410,3591,172,Q2,2025,F,53.61,77.26,74.48,1,Needs support,1,1,Counseling
44411,3591,176,Q1,2025,F,56.56,77.26,77.98,4,Needs support,1,1,Counseling
44412,3591,176,Q2,2025,F,56.56,77.26,85.16,5,Needs support,1,1,
44413,3592,192,Q1,2025,C,70.72,92.25,96.34,2,Good progress,0,0,
44414,3592,192,Q2,2025,C,70.72,92.25,97.81,1,Average performance,1,0,
44415,3592,182,Q1,2025,C,70.51,92.25,96.68,1,Good progress,1,0,
44416,3592,182,Q2,2025,C,70.51,92.25,92.12,4,Needs support,0,0,
44417,3592,180,Q1,2025,C,70.42,92.25,86.74,2,Average performance,0,0,
44418,3592,180,Q2,2025,C,70.42,92.25,93.41,4,Good progress,0,0,
44419,3592,164,Q1,2025,C,70.77,92.25,89.83,3,Excellent work,0,0,
44420,3592,164,Q2,2025,C,70.77,92.25,100.0,5,Excellent work,0,0,
44421,3592,170,Q1,2025,C,70.07,92.25,85.24,1,Excellent work,1,0,
44422,3592,170,Q2,2025,C,70.07,92.25,95.52,2,Needs support,0,0,
44423,3592,168,Q1,2025,D,67.08,92.25,100.0,5,Good progress,1,1,Counseling
44424,3592,168,Q2,2025,D,67.08,92.25,86.56,4,Average performance,1,1,Counseling
44425,3592,191,Q1,2025,C,70.63,92.25,82.67,3,Needs support,0,0,
44426,3592,191,Q2,2025,C,70.63,92.25,87.03,1,Needs support,0,0,
44427,3593,175,Q1,2025,D,64.34,61.49,68.48,4,Average performance,1,1,Counseling
44428,3593,175,Q2,2025,D,64.34,61.49,69.88,4,Average performance,1,1,
44429,3593,169,Q1,2025,D,68.83,61.49,69.94,2,Average performance,1,1,Counseling
44430,3593,169,Q2,2025,D,68.83,61.49,55.97,2,Needs support,1,1,Counseling
44431,3593,180,Q1,2025,D,63.91,61.49,58.02,5,Needs support,1,1,
44432,3593,180,Q2,2025,D,63.91,61.49,59.36,5,Needs support,1,1,Study Group
44433,3593,185,Q1,2025,D,67.15,61.49,64.33,3,Good progress,1,1,Study Group
44434,3593,185,Q2,2025,D,67.15,61.49,69.94,2,Needs support,1,1,Counseling
44435,3593,187,Q1,2025,D,64.53,61.49,52.13,4,Needs support,1,1,
44436,3593,187,Q2,2025,D,64.53,61.49,60.75,4,Good progress,1,1,
44437,3593,192,Q1,2025,D,68.74,61.49,71.24,5,Good progress,1,1,Counseling
44438,3593,192,Q2,2025,D,68.74,61.49,59.78,2,Needs support,1,1,Study Group
44439,3593,173,Q1,2025,D,68.3,61.49,58.52,2,Average performance,1,1,Tutoring
44440,3593,173,Q2,2025,D,68.3,61.49,67.12,2,Good progress,1,1,
44441,3594,171,Q1,2025,D,61.13,59.3,65.85,1,Good progress,1,1,Tutoring
44442,3594,171,Q2,2025,D,61.13,59.3,64.0,5,Needs support,1,1,Study Group
44443,3594,170,Q1,2025,D,64.58,59.3,58.8,4,Needs support,1,1,Counseling
44444,3594,170,Q2,2025,D,64.58,59.3,55.59,4,Excellent work,1,1,Study Group
44445,3594,192,Q1,2025,D,60.82,59.3,59.41,3,Good progress,1,1,Tutoring
44446,3594,192,Q2,2025,D,60.82,59.3,62.68,4,Needs support,1,1,Counseling
44447,3594,194,Q1,2025,F,59.88,59.3,68.35,3,Average performance,1,1,Counseling
44448,3594,194,Q2,2025,F,59.88,59.3,68.98,4,Good progress,1,1,Study Group
44449,3594,165,Q1,2025,D,61.13,59.3,56.61,4,Excellent work,1,1,Study Group
44450,3594,165,Q2,2025,D,61.13,59.3,53.91,2,Good progress,1,1,Study Group
44451,3595,205,Q1,2025,F,43.84,71.22,73.5,5,Average performance,1,1,Tutoring
44452,3595,205,Q2,2025,F,43.84,71.22,77.7,1,Needs support,1,1,Tutoring
44453,3595,198,Q1,2025,F,40.72,71.22,75.95,2,Needs support,1,1,Tutoring
44454,3595,198,Q2,2025,F,40.72,71.22,65.37,1,Excellent work,1,1,Tutoring
44455,3595,208,Q1,2025,F,40.44,71.22,80.75,3,Excellent work,1,1,
44456,3595,208,Q2,2025,F,40.44,71.22,78.74,1,Excellent work,1,1,Tutoring
44457,3595,209,Q1,2025,F,41.67,71.22,78.23,5,Excellent work,1,1,Counseling
44458,3595,209,Q2,2025,F,41.67,71.22,71.17,4,Needs support,1,1,Counseling
44459,3595,207,Q1,2025,F,42.23,71.22,77.81,2,Needs support,1,1,Counseling
44460,3595,207,Q2,2025,F,42.23,71.22,67.51,5,Needs support,1,1,Study Group
44461,3595,199,Q1,2025,F,37.08,71.22,75.84,1,Average performance,1,1,
44462,3595,199,Q2,2025,F,37.08,71.22,65.84,3,Average performance,1,1,Counseling
44463,3596,204,Q1,2025,D,68.98,98.29,100.0,4,Average performance,1,1,Tutoring
44464,3596,204,Q2,2025,D,68.98,98.29,95.32,4,Average performance,1,1,
